id,quality
1457,6.1
1458,5.85
1459,5.12
1460,6.01
1461,5.53
1462,5.78
1463,4.78
1464,6.47
1465,5.04
1466,5.04
1467,5.33
1468,5.33
1469,5.67
1470,6.87
1471,6.87
1472,6.59
1473,5.27
1474,6.23
1475,5.35
1476,6.5
1477,5.95
1478,6.37
1479,6.37
1480,5.44
1481,5.66
1482,5.79
1483,5.26
1484,5.29
1485,5.3
1486,5.28
1487,5.38
1488,5.74
1489,5.62
1490,6.57
1491,6.17
1492,5.68
1493,5.8
1494,5.53
1495,5.63
1496,5.63
1497,5.19
1498,5.77
1499,4.89
1500,6.09
1501,5.24
1502,5.51
1503,5.64
1504,5.26
1505,5.34
1506,5.88
1507,5.24
1508,5.24
1509,4.88
1510,5.08
1511,5.99
1512,4.88
1513,4.88
1514,5.26
1515,5.24
1516,6.01
1517,5.25
1518,5.79
1519,5.41
1520,5.25
1521,6.58
1522,5.11
1523,5.39
1524,5.93
1525,5.93
1526,4.62
1527,5.0
1528,5.51
1529,5.44
1530,5.36
1531,5.76
1532,5.65
1533,5.14
1534,5.42
1535,5.99
1536,6.07
1537,5.5
1538,5.56
1539,4.91
1540,4.91
1541,5.39
1542,5.96
1543,5.09
1544,5.09
1545,6.96
1546,6.15
1547,5.18
1548,5.06
1549,5.3
1550,5.3
1551,5.19
1552,5.34
1553,5.55
1554,5.21
1555,5.36
1556,5.28
1557,5.77
1558,5.39
1559,5.91
1560,5.91
1561,5.82
1562,5.82
1563,5.74
1564,6.71
1565,5.54
1566,5.77
1567,5.69
1568,5.34
1569,5.59
1570,6.12
1571,5.72
1572,5.66
1573,5.9
1574,5.63
1575,5.45
1576,5.4
1577,4.92
1578,5.08
1579,5.46
1580,5.75
1581,5.77
1582,5.39
1583,5.39
1584,5.0
1585,5.7
1586,6.16
1587,5.3
1588,5.59
1589,6.5
1590,5.22
1591,5.36
1592,5.58
1593,6.48
1594,4.95
1595,6.3
1596,5.64
1597,5.87
1598,5.64
1599,6.07
