id,quality
1542,5.79
1543,6.31
1544,6.32
1545,5.3
1546,5.22
1547,5.69
1548,5.76
1549,5.99
1550,5.99
1551,5.63
1552,6.47
1553,5.75
1554,5.76
1555,5.92
1556,5.26
1557,5.31
1558,5.68
1559,5.41
1560,5.41
1561,4.83
1562,4.83
1563,5.34
1564,5.52
1565,6.02
1566,5.74
1567,6.06
1568,6.08
1569,6.0
1570,5.35
1571,5.69
1572,5.92
1573,5.71
1574,5.89
1575,5.92
1576,5.94
1577,6.18
1578,6.16
1579,6.88
1580,5.75
1581,6.01
1582,5.8
1583,5.8
1584,5.79
1585,5.86
1586,4.95
1587,5.56
1588,5.32
1589,5.07
1590,5.97
1591,5.54
1592,6.82
1593,5.35
1594,5.33
1595,5.12
1596,6.03
1597,5.57
1598,5.96
1599,5.85
