id,quality
1220,6.02
1221,5.11
1222,5.71
1223,5.32
1224,5.2
1225,5.2
1226,4.95
1227,6.15
1228,5.09
1229,5.09
1230,5.75
1231,5.68
1232,5.6
1233,4.76
1234,5.72
1235,5.36
1236,6.95
1237,5.46
1238,5.35
1239,5.72
1240,6.68
1241,5.55
1242,5.33
1243,6.08
1244,5.28
1245,5.28
1246,5.36
1247,4.75
1248,5.62
1249,6.48
1250,5.92
1251,5.01
1252,4.66
1253,4.79
1254,5.14
1255,5.68
1256,5.32
1257,6.03
1258,4.91
1259,5.48
1260,4.99
1261,4.86
1262,5.31
1263,5.54
1264,5.03
1265,5.67
1266,4.47
1267,5.51
1268,5.94
1269,5.15
1270,4.59
1271,5.65
1272,5.03
1273,5.41
1274,5.14
1275,5.33
1276,5.93
1277,5.98
1278,5.01
1279,4.68
1280,4.91
1281,5.03
1282,5.16
1283,5.03
1284,5.18
1285,5.62
1286,5.1
1287,5.04
1288,5.55
1289,5.02
1290,5.25
1291,5.83
1292,5.05
1293,5.26
1294,5.34
1295,6.24
1296,5.27
1297,5.21
1298,5.38
1299,5.5
1300,4.94
1301,5.47
1302,7.25
1303,5.19
1304,5.73
1305,5.11
1306,6.61
1307,6.61
1308,5.14
1309,5.09
1310,5.09
1311,5.41
1312,5.13
1313,5.06
1314,6.01
1315,6.08
1316,5.0
1317,5.17
1318,5.02
1319,6.05
1320,5.97
1321,5.84
1322,5.37
1323,6.74
1324,5.64
1325,6.84
1326,6.67
1327,5.56
1328,5.65
1329,5.02
1330,5.98
1331,4.33
1332,6.76
1333,6.43
1334,5.17
1335,5.77
1336,5.8
1337,6.1
1338,5.87
1339,5.34
1340,5.9
1341,6.28
1342,5.99
1343,5.92
1344,5.28
1345,5.81
1346,5.73
1347,5.73
1348,5.81
1349,6.2
1350,5.58
1351,6.88
1352,6.3
1353,6.9
1354,6.15
1355,7.21
1356,5.74
1357,5.65
1358,5.58
1359,5.44
1360,5.58
1361,6.32
1362,5.06
1363,5.57
1364,6.13
1365,6.13
1366,5.11
1367,5.03
1368,6.88
1369,5.92
1370,5.23
1371,5.23
1372,5.88
1373,5.19
1374,5.15
1375,5.15
1376,5.37
1377,5.25
1378,5.37
1379,5.14
1380,6.51
1381,6.19
1382,6.0
1383,6.95
1384,6.62
1385,5.69
1386,5.87
1387,4.79
1388,6.36
1389,6.95
1390,6.21
1391,5.74
1392,6.09
1393,5.31
1394,6.55
1395,6.24
1396,5.96
1397,5.93
1398,5.93
1399,6.22
1400,5.41
1401,5.57
1402,5.99
1403,5.26
1404,5.83
1405,6.93
1406,5.7
1407,6.22
1408,6.55
1409,6.22
1410,6.08
1411,5.92
1412,6.92
1413,6.87
1414,5.84
1415,5.46
1416,5.72
1417,5.08
1418,5.73
1419,6.0
1420,5.75
1421,5.25
1422,6.14
1423,6.42
1424,6.71
1425,5.81
1426,5.33
1427,6.96
1428,5.07
1429,6.24
1430,4.88
1431,6.18
1432,6.0
1433,5.8
1434,5.99
1435,5.68
1436,5.99
1437,6.11
1438,6.04
1439,6.04
1440,5.13
1441,5.42
1442,5.96
1443,5.96
1444,5.91
1445,6.28
1446,5.08
1447,5.84
1448,6.55
1449,5.82
1450,5.6
1451,6.75
1452,5.79
1453,6.19
1454,6.79
1455,6.03
1456,5.13
1457,6.04
1458,5.71
1459,5.16
1460,5.96
1461,5.59
1462,5.22
1463,4.54
1464,6.05
1465,5.19
1466,5.18
1467,5.13
1468,5.13
1469,5.66
1470,6.85
1471,6.85
1472,6.24
1473,5.34
1474,6.16
1475,5.34
1476,6.79
1477,5.95
1478,6.37
1479,6.37
1480,5.55
1481,5.52
1482,5.91
1483,5.17
1484,5.36
1485,5.34
1486,5.28
1487,5.32
1488,5.76
1489,4.76
1490,6.29
1491,7.24
1492,5.58
1493,5.86
1494,5.47
1495,5.25
1496,5.25
1497,5.03
1498,5.9
1499,4.91
1500,5.95
1501,4.34
1502,5.66
1503,5.66
1504,5.27
1505,5.17
1506,5.96
1507,5.13
1508,5.13
1509,4.86
1510,5.08
1511,5.98
1512,4.76
1513,4.76
1514,5.21
1515,5.1
1516,5.94
1517,5.18
1518,5.34
1519,5.39
1520,5.04
1521,6.64
1522,5.03
1523,5.22
1524,6.18
1525,5.97
1526,4.69
1527,5.03
1528,5.58
1529,5.56
1530,5.05
1531,5.81
1532,5.68
1533,5.19
1534,5.46
1535,6.01
1536,5.69
1537,5.54
1538,5.69
1539,5.11
1540,5.11
1541,4.88
1542,5.81
1543,5.08
1544,5.08
1545,6.56
1546,6.47
1547,5.17
1548,5.06
1549,5.34
1550,5.34
1551,5.14
1552,5.58
1553,5.54
1554,5.29
1555,5.47
1556,5.04
1557,5.8
1558,5.09
1559,5.71
1560,5.71
1561,5.41
1562,5.41
1563,5.66
1564,6.27
1565,5.54
1566,5.64
1567,5.53
1568,5.43
1569,5.73
1570,6.17
1571,5.73
1572,5.55
1573,6.0
1574,5.34
1575,5.38
1576,5.48
1577,4.98
1578,5.0
1579,5.58
1580,5.64
1581,5.9
1582,5.0
1583,5.0
1584,5.05
1585,5.7
1586,6.11
1587,5.35
1588,5.58
1589,6.8
1590,5.17
1591,5.46
1592,5.46
1593,6.11
1594,5.31
1595,6.19
1596,5.62
1597,5.88
1598,5.66
1599,5.9
